# This file contains the data of initial population
# of objectives = 2, # of constraints = 8, # of real_var = 448, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
5834	124	1	0	2	2	0	1	1	0	0	0	1	1	0	0	0	0	2	1	2	2	1	1	2	1	1	1	1	1	2	0	0	1	0	1	1	2	1	1	2	1	1	1	1	1	2	1	0	1	0	0	1	2	1	0	2	1	1	1	1	1	2	1	2	1	0	0	1	0	1	0	0	1	0	1	1	1	2	1	2	1	0	1	1	1	0	1	0	2	0	1	2	1	0	1	2	0	0	1	2	1	0	1	0	2	2	0	2	0	0	1	0	0	1	1	0	1	1	1	0	0	2	0	0	0	0	1	0	0	1	1	0	2	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	2	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	2	2	2	0	1	0	2	1	1	0	1	0	1	0	2	2	2	2	0	1	2	1	2	2	0	0	0	0	0	0	0	2	2	2	0	1	2	1	2	2	0	0	0	0	0	1	0	2	2	2	0	1	0	1	2	2	1	0	2	1	0	2	1	2	2	2	1	1	1	0	2	0	1	0	2	1	0	2	1	0	0	2	1	1	1	0	2	0	0	1	2	2	0	2	1	0	1	1	1	1	1	0	0	0	0	1	2	2	1	0	2	1	1	1	1	0	2	1	0	0	1	1	2	2	1	0	0	1	1	1	1	0	2	1	0	0	1	1	0	0	1	0	1	0	2	0	1	0	2	1	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	2	2	1	1	2	0	1	0	1	2	0	1	0	2	0	0	2	2	1	1	2	0	1	0	1	2	1	0	0	2	1	1	2	0	2	1	0	0	1	1	0	2	1	1	0	0	1	1	2	1	1	1	0	1	1	1	0	2	1	1	0	0	1	1	2	1	2	1	1	1	1	1	0	2	1	1	0	1	2	1	0	1	0	0	1	1	1	1	1	2	2	1	0	1	2	1	0	2	0	0	2	1	1	2	1	0	2	-13	3	1.000000e+14
6042	104	1	1	0	2	0	0	1	2	1	0	1	1	0	1	2	0	1	1	1	2	1	1	1	2	2	0	1	1	1	1	0	0	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	0	0	2	0	1	0	1	2	2	2	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	2	0	1	2	1	1	1	0	0	1	1	0	1	0	0	0	2	0	0	2	0	1	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	2	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	2	1	1	2	1	0	1	1	1	1	0	0	1	1	0	0	0	2	1	0	1	1	0	1	1	1	1	2	1	1	1	0	0	2	1	0	2	2	0	0	1	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	1	0	2	2	0	0	2	0	1	2	0	0	0	0	1	0	1	0	2	1	1	1	2	1	1	2	0	2	1	0	1	1	1	0	2	1	1	1	2	1	1	2	1	2	1	0	1	1	0	0	0	1	1	1	0	1	1	0	2	0	1	2	1	1	0	1	0	1	1	1	0	1	0	0	2	0	1	2	0	1	0	1	0	2	1	1	0	2	0	2	0	1	2	2	0	0	0	1	1	0	1	0	0	0	1	2	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	2	2	0	1	0	0	1	1	2	1	1	1	1	0	0	1	2	2	0	1	1	1	1	2	2	2	1	1	1	1	1	2	2	2	0	1	1	1	0	2	2	0	1	1	1	1	1	0	0	2	2	1	1	2	0	2	2	0	0	1	1	1	1	0	0	2	2	0	1	2	0	0	2	0	1	0	0	1	1	1	0	0	2	1	1	2	0	0	0	1	1	0	0	0	2	1	1	0	2	1	1	2	1	0	0	1	1	1	1	0	0	1	2	0	2	1	0	0	1	0	0	-12	2	1.000000e+14
5233	92	0	1	0	0	0	2	0	1	2	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	2	1	1	1	1	0	2	1	0	1	1	1	0	1	1	0	2	1	1	2	1	0	0	1	0	1	1	1	1	2	2	1	2	1	0	2	1	0	1	1	1	1	1	1	1	2	0	1	2	1	0	2	1	1	2	1	1	2	1	0	2	2	0	0	0	1	0	2	0	1	2	1	1	1	0	0	2	0	0	0	0	0	1	2	0	2	2	0	1	1	0	1	0	0	1	0	1	0	1	0	0	2	2	0	0	1	0	1	0	1	1	1	1	0	1	0	1	2	0	1	0	1	1	0	2	1	1	1	1	0	1	0	1	2	0	1	0	1	1	0	2	1	1	2	0	0	1	2	1	0	0	1	0	0	1	1	2	1	0	2	0	0	1	1	1	0	1	1	0	0	2	1	2	0	1	2	1	1	0	2	1	0	1	1	0	0	0	1	0	0	2	0	2	1	0	2	1	1	2	0	1	1	0	1	1	1	0	1	2	1	0	2	0	1	2	0	1	2	1	1	2	2	0	1	2	0	1	2	0	1	2	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	2	1	1	0	1	0	0	2	1	2	1	0	1	0	1	1	0	1	0	1	1	1	2	2	2	0	1	1	0	0	1	2	0	1	0	2	0	1	2	0	2	0	1	1	0	0	1	0	0	1	1	2	0	1	2	0	2	1	2	1	0	0	1	1	0	0	1	2	1	1	2	0	2	1	2	1	1	0	0	1	0	0	1	2	1	1	2	2	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	2	0	2	2	0	1	1	0	1	1	1	0	0	2	1	0	2	0	2	2	1	1	1	1	1	1	1	0	1	2	1	1	2	1	0	0	1	2	2	1	0	1	1	0	1	0	0	2	2	1	0	0	1	2	2	1	0	2	1	0	1	0	0	2	0	1	0	0	1	0	2	0	0	2	-12	2	1.000000e+14
3829	117	1	1	0	1	1	2	1	2	2	0	0	0	1	0	1	2	0	1	2	1	1	2	1	2	0	1	1	1	0	0	2	2	0	1	2	0	0	0	1	2	0	1	1	1	0	1	0	2	1	1	2	0	0	0	2	2	1	1	1	1	0	1	0	2	1	0	2	2	1	1	2	0	1	1	1	1	1	1	0	2	0	0	0	2	1	1	0	0	1	2	1	1	2	1	1	0	0	1	0	2	1	1	0	1	2	0	1	1	2	1	2	0	1	1	1	2	0	0	0	1	2	0	0	1	0	1	2	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	2	1	0	2	2	0	1	1	1	1	0	1	1	0	1	1	2	1	0	0	0	2	1	2	1	2	1	1	1	0	0	1	0	2	1	0	1	2	1	2	0	0	2	1	1	1	0	1	0	2	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	2	1	0	1	0	0	1	1	2	0	0	1	1	2	1	0	0	1	0	1	1	1	2	2	0	1	0	1	1	2	0	0	1	1	0	2	1	1	2	2	0	1	1	0	1	2	0	0	1	0	1	0	2	1	2	2	2	1	1	1	1	2	0	1	2	0	1	0	0	0	2	2	2	2	1	1	0	2	1	2	2	1	1	0	0	0	0	0	2	2	1	0	0	2	1	2	0	1	1	1	2	1	0	0	2	0	1	0	0	0	1	2	1	1	1	1	2	1	0	1	0	0	1	0	1	0	1	2	1	0	0	2	2	1	1	1	0	0	0	1	1	0	1	2	2	0	0	2	2	1	1	1	1	0	0	1	1	2	1	0	2	1	0	2	2	1	2	1	1	1	1	1	1	2	0	1	2	1	1	0	0	1	2	1	1	1	1	0	1	2	0	1	0	1	1	0	0	1	2	0	1	2	2	0	1	2	0	1	0	1	1	0	2	1	0	0	2	2	2	0	0	2	0	1	0	1	1	0	2	1	0	0	0	2	2	1	0	2	0	1	2	-13	3	1.000000e+14
4325	115	0	0	0	0	0	2	0	1	1	0	1	0	2	1	2	1	0	1	0	1	1	2	0	2	1	1	1	0	2	1	0	1	1	1	1	1	1	2	1	2	1	2	1	1	0	1	0	1	1	0	1	1	1	2	1	2	0	0	1	1	0	1	1	2	1	0	1	0	1	0	2	0	0	0	1	1	1	1	2	2	0	1	1	0	0	0	2	0	1	1	1	1	1	1	2	0	0	1	1	2	0	1	2	0	2	1	1	0	1	0	2	0	0	1	1	2	1	1	0	1	2	2	0	0	1	1	2	0	0	1	1	2	1	2	0	2	0	0	1	0	0	1	2	2	0	0	1	2	1	2	2	2	0	0	1	1	0	1	2	2	1	0	1	0	1	2	2	2	0	0	1	1	0	1	0	0	1	1	1	2	0	0	0	0	2	1	1	1	2	1	0	0	1	1	0	2	0	0	0	1	2	2	1	1	2	1	0	0	1	1	1	1	0	1	1	1	2	2	1	0	2	0	0	1	1	1	1	1	0	1	2	1	2	2	0	0	2	0	1	1	0	1	2	1	1	1	2	2	2	1	0	0	2	0	1	1	0	0	2	2	1	0	2	0	2	1	0	1	2	0	1	0	0	0	2	2	1	0	0	1	0	1	0	1	2	1	2	1	0	1	0	2	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	2	1	0	0	1	0	0	0	1	2	1	0	1	0	0	0	2	1	0	0	2	1	1	0	0	0	1	0	1	1	1	0	2	1	0	1	0	1	1	0	0	0	2	0	1	1	2	1	2	1	0	1	0	1	1	2	0	0	0	0	0	1	2	1	0	2	1	1	1	1	1	2	1	2	0	0	0	1	0	1	0	0	2	2	1	1	1	2	1	2	0	1	1	1	0	1	0	0	2	0	1	1	0	2	1	2	2	1	1	0	0	1	0	1	2	0	2	0	0	2	2	2	2	1	0	0	0	1	1	1	2	0	2	0	0	2	0	2	2	-14	4	1.000000e+14
4431	99	0	0	0	1	1	1	2	2	1	1	1	1	0	0	2	1	0	1	1	1	1	1	2	2	1	0	1	1	0	0	0	1	1	1	1	2	1	2	0	2	2	0	1	1	0	1	0	2	1	0	2	2	1	0	0	2	2	1	1	1	1	1	1	0	1	0	0	2	1	0	1	2	0	1	0	1	2	1	1	1	0	1	0	0	0	1	1	0	0	2	0	1	0	1	2	1	0	1	1	0	0	1	1	1	0	2	1	0	0	1	2	2	1	1	1	0	1	2	0	2	1	2	1	0	0	1	2	0	1	1	2	0	1	2	1	2	1	0	1	0	1	0	2	0	1	1	2	0	1	2	1	2	1	0	0	1	1	0	2	0	2	1	2	2	0	0	2	2	1	1	0	1	1	0	0	0	0	1	0	2	1	0	2	0	2	1	0	1	2	1	0	1	0	0	0	2	1	0	0	0	0	1	1	1	2	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	2	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	2	1	2	1	1	1	0	0	1	1	1	0	1	1	1	0	2	1	2	1	1	1	0	0	2	1	2	0	1	2	1	1	0	2	2	2	2	1	0	1	0	2	2	1	1	2	2	1	0	0	2	0	2	0	0	1	0	1	0	1	0	2	0	1	1	1	0	0	0	0	1	1	1	2	0	1	0	0	0	1	1	1	0	1	0	0	1	2	1	0	1	1	0	0	1	0	2	1	0	1	1	1	1	2	1	0	1	2	0	0	2	0	2	1	0	1	1	1	1	2	1	0	1	0	1	1	2	1	0	2	1	2	1	1	1	0	0	1	1	1	1	1	2	1	0	2	1	0	2	1	1	2	0	1	1	1	1	2	2	1	1	0	2	0	2	1	0	2	0	1	1	1	1	2	2	0	2	0	2	1	0	0	0	2	1	1	0	1	1	2	0	0	2	0	2	2	0	0	0	2	1	2	0	-11	1	1.000000e+14
3399	119	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	2	1	2	2	1	1	1	2	2	1	1	0	1	2	0	1	0	1	2	2	1	2	1	0	1	2	2	2	2	2	1	1	2	2	2	2	1	2	1	1	1	1	2	0	1	2	1	1	2	2	2	2	2	2	2	2	1	1	0	1	1	1	0	1	2	2	2	2	2	2	0	2	1	1	1	1	1	2	2	2	1	2	1	0	0	1	1	2	1	1	1	1	1	2	2	2	1	2	2	1	2	1	1	2	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	0	1	0	2	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	0	0	1	1	2	2	2	2	2	2	0	2	1	1	2	0	2	1	1	2	2	0	2	2	2	0	2	2	1	1	0	1	2	2	2	2	2	1	0	0	0	1	2	2	2	2	2	1	2	2	0	2	2	1	1	1	1	1	2	1	2	2	2	0	2	0	2	2	2	2	1	1	1	2	2	1	1	1	2	1	2	1	2	2	0	2	1	1	1	1	2	1	2	2	0	2	1	1	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	2	1	0	2	2	2	1	1	2	2	2	2	0	1	1	1	0	1	2	2	2	2	2	1	2	1	0	0	1	2	1	1	1	1	2	1	2	1	2	1	0	1	2	1	2	0	2	1	1	2	1	1	2	1	2	1	2	1	2	0	0	2	2	0	1	2	2	2	2	1	2	1	2	2	2	1	1	2	1	1	2	2	2	2	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	1	1	1	2	1	2	1	2	2	2	2	2	2	0	2	1	1	1	0	2	1	2	1	0	0	2	2	0	2	0	0	1	0	1	1	2	1	1	1	0	0	0	0	0	2	0	0	1	0	0	2	0	1	1	0	0	2	0	0	0	2	0	0	2	0	0	0	0	1	-362	10	1.000000e+14
2507	111	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	0	1	2	1	1	1	1	2	2	1	2	1	2	2	2	1	1	1	2	1	1	2	2	2	0	1	2	1	1	2	2	1	1	1	2	2	2	2	0	0	2	2	2	1	2	2	1	0	1	1	2	2	2	2	1	2	2	0	0	1	2	0	1	1	2	1	2	1	1	0	1	2	2	1	1	1	1	1	1	1	2	0	1	2	1	1	1	2	2	1	1	0	1	1	1	1	2	2	1	2	2	2	1	2	2	2	1	1	2	2	1	1	0	2	2	2	2	2	2	2	1	2	1	1	0	1	1	1	1	2	2	0	2	2	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	2	1	1	2	2	0	2	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	2	1	0	1	2	1	2	1	1	0	2	2	1	2	1	0	0	1	1	1	2	0	2	2	1	1	2	2	1	2	1	1	1	0	1	1	1	1	2	1	1	1	2	2	1	0	1	1	1	1	2	2	1	1	2	2	2	1	0	2	2	1	2	1	1	2	0	0	1	2	2	2	2	1	1	2	2	1	0	1	2	2	1	1	1	2	2	2	2	2	1	0	2	1	1	2	2	2	2	1	1	2	2	2	1	0	1	1	2	1	1	0	2	0	2	1	1	1	2	1	1	2	1	1	2	0	1	1	2	2	1	1	0	1	2	1	1	2	1	1	0	1	1	1	2	0	1	0	1	1	1	1	2	2	2	2	2	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	1	2	1	2	1	2	0	2	1	2	1	1	1	1	2	2	1	2	1	2	1	2	1	2	1	1	1	0	2	1	2	0	2	2	1	2	2	2	1	2	0	2	1	0	2	1	2	2	2	2	2	2	1	2	2	2	0	2	2	0	0	2	0	2	2	0	2	2	1	0	0	0	0	2	0	0	2	-352	9	1.000000e+14
3090	119	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	2	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	0	1	1	1	2	2	1	2	1	1	2	2	2	2	1	2	1	1	2	1	0	2	1	2	0	1	2	2	0	2	2	2	1	2	0	1	1	2	1	2	1	0	2	2	1	2	2	0	1	2	1	1	1	2	1	0	1	1	1	2	1	0	2	1	1	2	2	2	0	2	2	2	2	1	1	2	1	1	1	1	1	2	2	0	1	0	2	2	2	0	1	2	2	1	1	1	1	2	0	1	2	1	0	2	2	1	1	2	2	2	2	0	1	2	1	1	2	2	2	2	0	2	2	2	0	2	0	2	1	2	2	1	2	2	2	0	1	2	0	2	1	2	1	2	1	2	2	2	1	2	2	1	0	2	1	0	1	1	0	1	2	2	2	2	1	0	2	1	1	2	1	1	1	1	1	2	0	0	2	0	0	2	1	1	2	0	2	1	1	2	1	2	1	2	2	1	1	2	1	2	1	1	2	1	0	0	1	0	2	2	1	0	1	2	1	2	2	1	0	1	1	1	2	1	2	2	1	1	1	2	1	2	2	2	1	0	1	1	2	1	2	2	1	1	2	2	1	0	2	0	2	1	1	1	0	2	2	2	1	1	2	0	2	2	2	2	2	1	1	1	1	2	2	2	1	1	2	1	2	2	2	2	1	1	1	2	1	0	2	2	1	1	1	0	2	2	2	1	1	0	1	1	1	1	2	2	2	2	1	2	2	2	0	2	1	1	1	1	1	1	1	1	0	0	1	2	0	0	0	2	1	1	1	1	0	1	1	1	0	0	0	2	0	2	1	0	1	1	1	2	0	2	1	1	0	2	0	2	2	2	0	2	0	2	0	2	2	2	0	2	0	2	0	2	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	2	2	2	-306	6	1.000000e+14
3791	126	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	2	1	2	2	2	1	1	1	2	1	1	1	0	2	2	2	2	1	2	2	0	1	1	1	2	0	2	1	1	2	2	0	1	1	2	2	1	2	1	1	2	1	2	2	1	1	0	1	1	0	2	2	1	1	2	1	2	1	2	0	1	1	2	1	1	1	0	1	2	1	0	1	2	2	0	1	1	2	1	1	1	2	2	1	0	1	1	2	2	1	2	1	1	2	1	1	2	2	2	0	2	2	2	2	2	1	0	1	2	2	2	1	0	2	2	1	2	2	2	2	2	1	2	1	0	1	0	1	1	2	2	1	2	1	2	2	0	2	2	0	1	1	1	1	1	1	2	1	2	1	0	0	1	2	2	1	2	1	1	2	1	1	0	2	2	2	1	2	1	1	1	2	2	1	0	0	0	1	2	0	1	0	1	2	1	2	1	2	2	0	2	1	1	2	2	1	1	1	1	2	2	2	1	2	2	1	0	2	0	0	2	1	1	1	1	2	2	2	1	2	1	2	1	2	1	2	0	1	1	1	2	2	2	0	2	2	2	1	1	2	1	2	1	1	2	0	0	0	2	1	2	0	2	1	1	2	1	2	1	2	1	1	1	1	0	2	1	1	1	2	1	0	1	2	1	0	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	1	2	2	0	2	0	1	1	0	2	2	0	2	2	0	2	2	2	0	2	0	2	1	2	1	0	0	1	2	0	1	0	2	0	1	1	2	2	1	0	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	0	1	2	2	2	2	1	1	0	2	1	1	1	2	2	1	0	2	2	2	2	1	0	1	2	2	1	1	1	2	2	2	0	2	2	0	2	1	2	2	2	2	1	1	1	0	0	2	0	0	2	0	0	1	2	2	0	0	1	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	-291	5	1.000000e+14
