Instance1.dat,0.1,20,0.5,0.8,0,0.6,0.2,0.4,1
Instance2.dat,0.1,20,0.5,0.8,0,0.6,0.2,0.4,1
Instance3.dat,0.1,12,0.8,0.8,0.6,0.8,0.8,0.4,0.2
Instance4.dat,0.1,12,0.8,0.8,0.6,0.8,0.8,0.4,0.2
Instance5.dat,0.1,20,0.5,0.8,0,0.6,0.2,0.4,1
Instance6.dat,0.1,20,0.5,0.8,0,0.6,0.2,0.4,1
Instance7.dat,0.05,12,0.5,0.4,0.2,0.2,0.2,0.2,0.2
Instance8.dat,0.05,20,0.5,0.8,0,0.6,0.6,0.4,1
Instance9.dat,0.05,12,0.6,0.8,0.6,0.8,0.8,0.4,0.2
Instance10.dat,0.1,20,0.5,0.8,0,0.6,0.2,0.4,1
